Title,GivenName,MiddleInitial,Surname,StreetAddress,City,State,ZipCode,EmailAddress,TelephoneNumber,MothersMaiden,Birthday,CCType,CCNumber,CVV2,CCExpires,NationalID
Ms.,Harriet,L,Caskey,"1262 Dane Street",Spokane,WA,99201,HarrietLCaskey@einrot.com,509-227-1108,Henson,1/4/1958,MasterCard,5546466210773902,025,7/2026,531-48-2819
Mr.,Edward,O,Croom,"816 Hickman Street","Burr Ridge",IL,61257,EdwardOCroom@gustr.com,630-418-9596,Michell,5/14/1985,MasterCard,5102223147962355,959,1/2028,342-36-4543
Dr.,Lilian,R,Sosa,"2866 Travis Street",Doral,FL,33166,LilianRSosa@jourrapide.com,772-823-2502,Lopez,8/6/1946,MasterCard,5313860277353999,483,5/2024,766-20-7281
Ms.,Elizabeth,G,Patton,"473 Butternut Lane",Alton,IL,62002,ElizabethGPatton@dayrep.com,618-474-9614,Ballard,9/10/1944,MasterCard,5482014223228989,555,10/2025,352-98-1324
Mrs.,Victoria,A,Zimmerman,"1187 Pearl Street",Sacramento,CA,95814,VictoriaAZimmerman@gustr.com,916-327-8451,Mendez,9/10/1982,Visa,4916043313513546,228,12/2025,568-73-8071
Ms.,Ruby,A,Moreno,"1757 Bingamon Branch Road","Elk Grove Village",IL,60007,RubyAMoreno@fleckens.hu,847-238-9345,Crume,11/4/1970,Visa,4532285753026042,009,4/2027,326-70-6913
Mr.,Marvin,N,Makela,"4117 Ridge Road",Neodesha,KS,66757,MarvinNMakela@rhyta.com,620-716-4741,Cotton,12/24/1970,MasterCard,5221762055740382,911,10/2024,512-38-8763
Mr.,Jerry,G,Adkins,"4515 Carolina Avenue",Brownsville,TX,78521,JerryGAdkins@cuvox.de,956-838-9364,Klein,5/7/1947,MasterCard,5260305046876063,485,12/2024,628-10-6675
Mrs.,Denise,B,Moore,"755 Collins Avenue",Columbus,OH,43215,DeniseBMoore@fleckens.hu,614-838-3942,Devore,6/19/1984,Visa,4539416026707323,938,8/2026,286-94-4547
Mr.,Leroy,S,Mortimer,"3284 Parrill Court",Chicago,IN,60631,LeroySMortimer@jourrapide.com,219-484-9437,Brooks,10/21/1943,Visa,4539075405505094,949,10/2024,303-02-4594
Ms.,Jo,L,Pate,"1515 Hiddenview Drive",Cleveland,OH,44115,JoLPate@einrot.com,216-223-9266,Bohannon,12/20/1988,MasterCard,5516077348191671,195,3/2028,298-70-5848
Mr.,Ronald,S,Eddy,"1685 Colonial Drive",Bryan,TX,77803,RonaldSEddy@einrot.com,979-820-4890,Finch,6/7/1968,Visa,4916956114173923,914,8/2027,458-63-1994
Mr.,Billy,C,Casey,"1131 Twin Oaks Drive","Clam River",MI,49612,BillyCCasey@gustr.com,231-377-1449,George,11/16/1978,Visa,4716606036407642,110,8/2027,363-38-8680
Mr.,David,G,Phillips,"4428 Pringle Drive",Chicago,IL,60606,DavidGPhillips@dayrep.com,312-424-0772,Ezell,9/30/1945,MasterCard,5572454451976548,190,11/2025,345-07-5340
Mr.,Ken,A,Walker,"2297 Bartlett Avenue",Southfield,MI,48076,KenAWalker@jourrapide.com,248-552-7094,Hubbard,8/17/1976,MasterCard,5205465263723436,537,5/2028,362-38-7053
Mrs.,Betty,T,Evans,"2686 Park Street",Concord,CA,94520,BettyTEvans@cuvox.de,925-435-5676,Devers,10/5/1988,Visa,4929303697491577,953,1/2026,558-27-7287
Ms.,Mary,D,Ward,"3071 Coal Road","Hanover Township",PA,18706,MaryDWard@superrito.com,570-604-4854,Bishop,9/30/1980,MasterCard,5423828040092209,606,8/2027,184-03-3835
Mrs.,Carmen,W,Hale,"2804 Fairfield Road",Brookfield,WI,53005,CarmenWHale@dayrep.com,262-641-9284,Pacheco,8/30/1959,MasterCard,5231396673242089,952,12/2027,392-68-4113
Mr.,Robert,K,Kellum,"3628 Drainer Avenue",Tallahassee,FL,32301,RobertKKellum@armyspy.com,850-597-2698,Dietrich,5/12/1940,MasterCard,5114845466425337,890,6/2024,767-26-5697
Mrs.,Janine,J,Campa,"2601 Massachusetts Avenue",Washington,DC,20005,JanineJCampa@gustr.com,202-724-3129,Murphy,5/26/1939,Visa,4539727791055262,111,10/2026,578-38-8278
Mrs.,Judith,C,Davis,"2959 Adams Avenue",Frederick,MD,21701,JudithCDavis@rhyta.com,301-696-6027,Statler,8/19/1993,Visa,4916997200883850,012,8/2028,215-64-9702
Mr.,Normand,R,Cox,"1498 Chicago Avenue",Ducor,CA,93218,NormandRCox@einrot.com,559-534-5943,Felix,6/6/1963,MasterCard,5367278405124205,431,7/2025,547-13-6546
Mr.,Dennis,M,Blank,"1284 Murry Street","Virginia Beach",VA,23462,DennisMBlank@superrito.com,757-473-5934,Byrd,2/25/1948,MasterCard,5243605487352942,388,7/2025,223-73-2715
Mr.,Edward,M,Hull,"4156 Jadewood Farms",Newark,NJ,07102,EdwardMHull@einrot.com,973-415-2814,Brown,1/20/2004,MasterCard,5533960974392029,178,5/2026,150-52-6200
Mrs.,Wanda,M,Coffey,"724 Twin Oaks Drive",Manistee,MI,49660,WandaMCoffey@rhyta.com,231-398-1187,Garcia,1/30/1960,MasterCard,5143749796071156,651,12/2024,386-60-8271
Ms.,Christine,M,Rocker,"4407 Badger Pond Lane",Tampa,FL,33624,ChristineMRocker@cuvox.de,727-324-3688,Neville,7/17/2002,Visa,4532625752760366,505,10/2024,264-91-3418
Mr.,Louis,A,Mathis,"985 Cherry Ridge Drive",Southfield,MI,48075,LouisAMathis@cuvox.de,586-283-4802,Gentry,4/16/1956,MasterCard,5517599579327657,229,10/2025,365-24-9224
Ms.,Jeri,B,Myers,"1990 Emily Renzelli Boulevard","San Jose",CA,95113,JeriBMyers@jourrapide.com,831-508-3095,Geary,7/31/2002,Visa,4539144910504388,893,1/2025,552-92-3856
Mrs.,Katie,K,Gonzalez,"2354 Indiana Avenue","Puu Kapolei",HI,96707,KatieKGonzalez@cuvox.de,808-674-6930,Jakubowski,5/19/1947,MasterCard,5530241871471635,804,1/2028,576-89-7809
Mr.,George,A,Starkweather,"4958 Ward Road","El Paso",TX,79912,GeorgeAStarkweather@cuvox.de,915-204-3430,Kastner,4/2/1988,MasterCard,5380751481162862,025,8/2026,454-86-0677
Mrs.,Sondra,S,Netherton,"3371 Blackwell Street","Coffman Cove",AK,99550,SondraSNetherton@gustr.com,907-329-9561,Dunlap,9/13/1996,Visa,4916594664338974,614,9/2026,574-24-6449
Ms.,Nancy,J,Blank,"201 Austin Avenue",Douglas,GA,31533,NancyJBlank@jourrapide.com,912-327-4743,Lee,2/16/1995,MasterCard,5176700056142807,236,5/2028,674-10-0679
Mrs.,Lori,N,Knox,"4085 Colony Street",Stamford,CT,06995,LoriNKnox@rhyta.com,203-308-1238,Mills,10/30/1947,MasterCard,5268851927536070,505,9/2024,042-98-5552
Mr.,Jerry,H,Moreno,"2182 Boggess Street","Tremont City",OH,45372,JerryHMoreno@cuvox.de,937-969-1521,Brown,3/2/2003,MasterCard,5501702045434242,110,7/2027,275-82-5345
Mr.,Harry,M,Grant,"1273 Barnes Street",Orlando,FL,32810,HarryMGrant@teleworm.us,407-287-0976,Hood,8/7/1980,Visa,4485456447292749,211,8/2025,264-39-3317
Mr.,John,T,Martin,"3839 Patterson Street",Houston,TX,77002,JohnTMartin@rhyta.com,713-354-9438,Kane,2/3/1981,Visa,4539083926509272,639,11/2028,460-57-3139
Mr.,Larry,S,Stern,"2060 Kovar Road",Quincy,MA,02169,LarrySStern@armyspy.com,508-546-1612,Raggs,1/3/1942,Visa,4532368329454227,254,3/2024,028-28-5777
Mrs.,Denise,T,Johnson,"2862 Terry Lane",Cocoa,FL,32922,DeniseTJohnson@dayrep.com,321-334-9354,Dalton,11/15/1985,MasterCard,5382322217828172,466,3/2028,590-86-5001
Mrs.,Katrina,J,Jackson,"4972 Meadowview Drive",Brokenburg,VA,22553,KatrinaJJackson@dayrep.com,540-895-5258,Perez,2/7/1955,MasterCard,5579989589230659,547,1/2025,698-01-9170
Mr.,Sean,N,Hastings,"1516 Watson Lane",Watauga,NC,28604,SeanNHastings@armyspy.com,828-963-5563,Chen,12/5/1944,MasterCard,5379277847721087,605,9/2028,690-05-2759
Mr.,Robert,B,West,"3973 Preston Street",Phoenix,AZ,85040,RobertBWest@fleckens.hu,623-313-9773,Lewis,10/27/2000,Visa,4532270361863689,170,11/2026,765-09-7092
Mr.,William,A,Ramos,"4765 Valley Lane",Austin,TX,78701,WilliamARamos@fleckens.hu,512-641-7602,Morse,2/21/1969,Visa,4929533539900704,853,11/2025,455-40-7818
Mr.,James,A,Wiggins,"1491 Tator Patch Road",Chicago,IL,60606,JamesAWiggins@gustr.com,312-869-8427,Lindsey,12/19/1983,MasterCard,5194708808124872,127,6/2027,339-03-8946
Ms.,Elizabeth,A,Boggs,"4744 Catherine Drive",Bismarck,ND,58501,ElizabethABoggs@armyspy.com,701-223-7520,Leek,6/14/1989,Visa,4532358004650579,481,6/2028,501-27-6003
Ms.,Mayme,B,Sin,"2545 Sycamore Road",Roseburg,OR,97470,MaymeBSin@rhyta.com,541-464-3553,Lagrange,12/2/1955,Visa,4532529889294341,799,6/2027,544-82-0451
Mrs.,Erica,L,Patton,"4560 Coleman Avenue","El Cajon",CA,92020,EricaLPatton@cuvox.de,760-798-0165,Sheehan,8/29/1975,MasterCard,5484159061309835,352,12/2027,623-12-6024
Ms.,Elizabeth,E,Jordan,"1890 Fulton Street",Arbovale,WV,24915,ElizabethEJordan@einrot.com,304-456-8300,Cantor,4/10/1989,Visa,4716235872400113,584,5/2024,233-16-4269
Mr.,Ellis,W,Tarrant,"4173 Buck Drive",Brattleboro,VT,05301,EllisWTarrant@dayrep.com,802-254-2263,Koch,2/23/1961,Visa,4532055832385523,298,9/2028,009-46-6508
Mr.,Alfonso,M,Arce,"519 Stockert Hollow Road",Kirkland,WA,98034,AlfonsoMArce@jourrapide.com,425-820-8582,Feliciano,9/20/1963,MasterCard,5388213002287548,516,12/2024,531-10-7132
Mrs.,Sherrie,C,Mason,"1770 University Drive",Chicago,IL,60606,SherrieCMason@fleckens.hu,312-739-5917,Houghton,8/14/1965,Visa,4539306731883073,907,6/2028,325-86-9938
Mr.,Kevin,L,Phillips,"2644 Confederate Drive","East Syracuse",NY,13057,KevinLPhillips@jourrapide.com,315-725-3969,Law,12/3/1952,Visa,4916030376298578,643,2/2024,116-90-9459
Mrs.,Eva,I,Stewart,"3055 Kemper Lane",Provo,UT,84606,EvaIStewart@dayrep.com,801-812-2631,Roach,5/24/1958,Visa,4485357666447891,194,8/2026,528-12-8744
Ms.,Brenda,W,Hansen,"621 Stadium Drive",Framingham,MA,01701,BrendaWHansen@dayrep.com,508-305-8778,Conley,4/26/1952,MasterCard,5110973236227942,728,2/2024,025-72-0744
Mr.,Robert,M,Mata,"4439 Johnstown Road","Highland Park",IL,60035,RobertMMata@jourrapide.com,847-432-2961,Davis,5/14/1980,Visa,4532549438651551,519,5/2027,327-74-7255
Mr.,Jeffrey,S,Luna,"3024 School Street",Washington,DC,20036,JeffreySLuna@fleckens.hu,202-912-4383,Herman,4/2/1979,MasterCard,5444537681291336,541,1/2026,577-92-4240
Mr.,Brandon,M,Oglesby,"1703 Railroad Street",Marquette,MI,49855,BrandonMOglesby@fleckens.hu,906-203-8613,Hsu,2/28/1990,Visa,4916082986552258,773,3/2024,368-28-2181
Ms.,Alice,C,Myers,"353 Romrog Way",Kearney,NE,68847,AliceCMyers@teleworm.us,308-234-5856,Green,12/10/1963,MasterCard,5499872359437257,169,9/2024,507-22-5922
Mr.,Travis,J,Capo,"1498 McDowell Street",Palmyra,TN,37142,TravisJCapo@einrot.com,931-326-7427,Thompson,1/18/1965,MasterCard,5311979842775817,396,6/2028,757-01-0324
Mrs.,Nancy,D,Miller,"535 Clarksburg Park Road","Joseph City",AZ,86032,NancyDMiller@rhyta.com,928-288-1145,Bledsoe,3/1/1992,MasterCard,5106743081809672,825,5/2027,527-16-0038
Mr.,Edward,I,Metz,"252 Diane Street","City Of Commerce",CA,90040,EdwardIMetz@rhyta.com,805-402-4110,Fitzgerald,8/16/1974,Visa,4556884934319754,616,11/2026,624-42-8990
Mrs.,Kelly,W,Benjamin,"2843 Sunny Day Drive","Santa Ana",CA,92704,KellyWBenjamin@superrito.com,714-861-1238,Brown,11/4/1962,Visa,4929713926402536,183,11/2028,617-60-9422
Ms.,Dorothy,B,Chandler,"3173 Maple Lane",Huntsville,AL,35808,DorothyBChandler@cuvox.de,256-450-6270,Truong,1/31/1950,MasterCard,5555453632990478,142,8/2028,424-23-1842
Mr.,William,J,Holly,"4154 Shinn Avenue",Pittsburgh,PA,15222,WilliamJHolly@rhyta.com,724-540-3384,Rountree,2/18/1977,Visa,4716356508835769,053,1/2026,187-80-0636
Mr.,Mark,I,Earls,"3952 Bell Street","New York",NY,10018,MarkIEarls@gustr.com,212-216-6269,Harris,12/22/1967,MasterCard,5357090673207840,681,10/2027,130-84-9287
Mr.,Casey,S,Allen,"3832 Wescam Court",Cambridge,MA,02141,CaseySAllen@rhyta.com,781-228-6765,McKenzie,6/10/1947,Visa,4532493044389126,540,3/2027,033-24-1266
Mrs.,Sarah,T,Carrico,"397 Tenmile","Virginia Beach",VA,23452,SarahTCarrico@armyspy.com,757-941-0121,Cooper,4/16/1957,Visa,4916883320892486,488,2/2026,225-86-1562
Mr.,George,C,Capasso,"2903 Ashwood Drive",Correctionville,IA,51016,GeorgeCCapasso@teleworm.us,712-342-9485,Boyd,11/1/1956,Visa,4556518356208877,792,3/2025,480-31-9160
Mr.,Donald,L,Jackson,"27 Pine Street",Portland,PA,97205,DonaldLJackson@fleckens.hu,724-279-0844,Scott,3/19/1973,MasterCard,5315101000334008,657,7/2026,205-58-1407
Mr.,Micheal,M,Davis,"2872 Mulberry Lane",Hialeah,FL,33012,MichealMDavis@armyspy.com,561-773-9374,Hamrick,4/24/1985,Visa,4916048105962405,397,9/2027,592-17-5496
Mr.,Stephen,V,Lewis,"4943 Chipmunk Lane",Stratton,ME,04982,StephenVLewis@gustr.com,207-243-5267,Howell,3/12/1983,MasterCard,5214680726400971,279,9/2025,007-72-4124
Mr.,Richard,A,Curry,"1431 Brookside Drive",Birmingham,AL,35203,RichardACurry@armyspy.com,205-251-9212,Swenson,9/15/1973,Visa,4532502652633078,531,7/2027,416-82-1039
Mr.,Brett,L,Lopez,"1613 Corpening Drive",Southfield,MI,48034,BrettLLopez@jourrapide.com,248-372-8630,Lacasse,3/22/1940,MasterCard,5460481923877249,925,11/2028,373-80-6030
Mrs.,Mary,D,Paton,"3892 Walnut Hill Drive",Cincinnati,OH,45202,MaryDPaton@dayrep.com,513-268-6724,Hansen,2/23/1978,MasterCard,5543559601501909,649,1/2025,276-60-8576
Mrs.,Nichole,M,Ortiz,"1244 Park Street",Brentwood,CA,94513,NicholeMOrtiz@dayrep.com,925-513-7225,Snyder,6/17/1995,MasterCard,5158153041655370,209,11/2026,568-52-5955
Mr.,Dale,J,Montgomery,"1846 Bluff Street",Hagerstown,MD,21740,DaleJMontgomery@armyspy.com,301-766-2242,Lyons,12/15/1974,MasterCard,5130000500941549,585,7/2024,212-90-0226
Mr.,Peter,K,Mead,"4463 Del Dew Drive","Oxon Hill",MD,20021,PeterKMead@cuvox.de,301-839-0701,Sheehy,5/28/1971,Visa,4916449398538011,629,11/2028,219-53-6074
Mr.,Jerry,J,Boyle,"768 Norma Lane",Alexandria,LA,71302,JerryJBoyle@teleworm.us,318-485-6689,Steed,3/27/1957,Visa,4485772376855680,967,12/2024,435-13-4435
Mr.,James,J,Lavergne,"4683 Briercliff Road",Brooklyn,NY,11208,JamesJLavergne@fleckens.hu,718-642-0551,Pratt,12/31/1967,Visa,4556052655152172,334,5/2025,081-32-0398
Mr.,George,H,Camacho,"2801 Millbrook Road",Bensenville,IL,60106,GeorgeHCamacho@armyspy.com,630-797-1575,Rech,2/13/1951,MasterCard,5259525863413467,150,5/2026,340-38-4824
Mr.,William,E,Newland,"1290 Post Farm Road",Atlanta,GA,30329,WilliamENewland@cuvox.de,404-248-5763,Kelley,6/13/1977,MasterCard,5492121360279770,347,5/2026,257-08-2941
Mr.,Robert,A,Ford,"3404 Coal Road",Hancock,PA,13783,RobertAFord@fleckens.hu,570-635-7101,Hill,4/24/1986,MasterCard,5367555724772610,652,12/2026,188-44-7203
Mrs.,Edna,D,Welch,"3262 Shady Pines Drive",Ararat,VA,24053,EdnaDWelch@superrito.com,276-251-1904,Blount,1/11/1940,Visa,4485789713617896,196,1/2028,696-03-8727
Mr.,Travis,M,Partridge,"3263 Radio Park Drive",Columbus,GA,31903,TravisMPartridge@dayrep.com,706-682-8776,Figueroa,5/25/1972,Visa,4485737643756482,638,7/2028,669-12-5363
Ms.,Bonnie,C,Goodale,"4923 Cambridge Drive",Phoenix,AZ,85027,BonnieCGoodale@superrito.com,623-434-6746,Wyatt,3/31/1944,Visa,4532053660584234,826,1/2027,600-34-9339
Mr.,David,J,Swayze,"2891 Prudence Street",Detroit,MI,48208,DavidJSwayze@fleckens.hu,313-361-1218,Johnson,11/16/1944,Visa,4485332430265572,027,10/2027,371-74-4010
Mr.,Edward,J,Taylor,"3377 John Calvin Drive",Chicago,IL,60607,EdwardJTaylor@jourrapide.com,708-853-3215,Walther,3/15/1959,Visa,4485746293775254,850,11/2026,324-34-7258
